,Crash ID,Crash Total Injury Count,Fatal Crash Flag,Person Injury Severity,Person Not Injured Count,Person Total Injury Count,Contributing Factors,Crash Date,Crash Month,Crash Total Injury Count.1,Day of Week,Hour of Day,Intersecting Street Name,Number of Lanes,Road Class,Roadway Type,Speed Limit,ST_NAME,Surface Condition,Weather Condition,Charge,Citation,Person Age,Person Gender,geometry
345,18720580,0,0,N - NOT INJURED,1,0,DRIVER INATTENTION;FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44580,1,0,WEDNESDAY,16:00 - 16:59,W OAK ST,No Data,CITY STREET,No Data,30,DENTON ST,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,18,2 - FEMALE,POINT (2384667.0736182705 7127898.476705844)
346,18720580,0,0,N - NOT INJURED,1,0,DRIVER INATTENTION;FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44580,1,0,WEDNESDAY,16:00 - 16:59,W OAK ST,No Data,CITY STREET,No Data,30,DENTON ST,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,23,2 - FEMALE,POINT (2384667.0736182705 7127898.476705844)
347,18710839,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44581,1,1,THURSDAY,16:00 - 16:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,2 - CLOUDY,FAIL TO CONTROL SPEED,10441753,18,1 - MALE,POINT (2404172.661712204 7109283.468761395)
348,18710839,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44581,1,1,THURSDAY,16:00 - 16:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,29,2 - FEMALE,POINT (2404172.661712204 7109283.468761395)
349,18710839,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44581,1,1,THURSDAY,16:00 - 16:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,8,2 - FEMALE,POINT (2404172.661712204 7109283.468761395)
350,18710839,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44581,1,1,THURSDAY,16:00 - 16:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,7,1 - MALE,POINT (2404172.661712204 7109283.468761395)
351,18710839,1,0,C - POSSIBLE INJURY,0,1,FAILED TO CONTROL SPEED,44581,1,1,THURSDAY,16:00 - 16:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,14,2 - FEMALE,POINT (2404172.661712204 7109283.468761395)
352,18710839,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44581,1,1,THURSDAY,16:00 - 16:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,63,1 - MALE,POINT (2404172.661712204 7109283.468761395)
353,18710839,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44581,1,1,THURSDAY,16:00 - 16:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,26,2 - FEMALE,POINT (2404172.661712204 7109283.468761395)
354,18711993,0,0,N - NOT INJURED,1,0,FAULTY EVASIVE ACTION,44581,1,0,THURSDAY,14:00 - 14:59,,No Data,CITY STREET,No Data,45,MINGO RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,29,1 - MALE,POINT (2400658.3728982587 7136036.282616409)
355,18712958,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44581,1,0,THURSDAY,14:00 - 14:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,20,2 - FEMALE,POINT (2388054.6960828453 7120247.329339951)
356,18712958,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44581,1,0,THURSDAY,14:00 - 14:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,53,2 - FEMALE,POINT (2388054.6960828453 7120247.329339951)
357,18712958,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44581,1,0,THURSDAY,14:00 - 14:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,73,2 - FEMALE,POINT (2388054.6960828453 7120247.329339951)
358,18713602,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - STOP SIGN;FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44581,1,0,THURSDAY,16:00 - 16:59,UNKNOWN,No Data,CITY STREET,No Data,30,W PRAIRIE ST,2 - WET,1 - CLEAR,FAIL TO YIELD RIGHT OF WAY AT STOP SIGN,60085998,29,1 - MALE,POINT (2379809.1520063714 7126074.845977471)
359,18713602,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - STOP SIGN;FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44581,1,0,THURSDAY,16:00 - 16:59,UNKNOWN,No Data,CITY STREET,No Data,30,W PRAIRIE ST,2 - WET,1 - CLEAR,NO CHARGES,No Data,29,1 - MALE,POINT (2379809.1520063714 7126074.845977471)
360,18719549,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44581,1,0,THURSDAY,14:00 - 14:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,41,2 - FEMALE,POINT (2382672.540298209 7122400.717533047)
361,18719549,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44581,1,0,THURSDAY,14:00 - 14:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,29,2 - FEMALE,POINT (2382672.540298209 7122400.717533047)
362,18707345,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44582,1,1,FRIDAY,10:00 - 10:59,NOT REPORTED,2,FARM TO MARKET,"2 LANE, 2 WAY",55,FM1830,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,39,1 - MALE,POINT (2383928.4763870738 7103238.538070721)
363,18707345,1,0,C - POSSIBLE INJURY,0,1,FAILED TO CONTROL SPEED,44582,1,1,FRIDAY,10:00 - 10:59,NOT REPORTED,2,FARM TO MARKET,"2 LANE, 2 WAY",55,FM1830,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,31,2 - FEMALE,POINT (2383928.4763870738 7103238.538070721)
364,18707349,1,0,C - POSSIBLE INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44582,1,1,FRIDAY,08:00 - 08:59,FM1515,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",45,IH0035W,1 - DRY,1 - CLEAR,NO CHARGES,No Data,26,1 - MALE,POINT (2377127.5522673302 7124137.60639568)
365,18707349,1,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44582,1,1,FRIDAY,08:00 - 08:59,FM1515,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",45,IH0035W,1 - DRY,1 - CLEAR,NO CHARGES,No Data,42,1 - MALE,POINT (2377127.5522673302 7124137.60639568)
366,18707576,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44582,1,0,FRIDAY,12:00 - 12:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,1 - CLEAR,FAIL TO CONTROL SPEED,10373756,20,1 - MALE,POINT (2394233.354140021 7117550.3879669225)
367,18707576,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44582,1,0,FRIDAY,12:00 - 12:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,20,2 - FEMALE,POINT (2394233.354140021 7117550.3879669225)
368,18707576,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44582,1,0,FRIDAY,12:00 - 12:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,20,1 - MALE,POINT (2394233.354140021 7117550.3879669225)
369,18707577,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44582,1,0,FRIDAY,13:00 - 13:59,,No Data,CITY STREET,No Data,30,N BONNIE BRAE ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,19,1 - MALE,POINT (2377861.4274979047 7127503.50474341)
370,18707577,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44582,1,0,FRIDAY,13:00 - 13:59,,No Data,CITY STREET,No Data,30,N BONNIE BRAE ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,26,1 - MALE,POINT (2377861.4274979047 7127503.50474341)
371,18707577,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44582,1,0,FRIDAY,13:00 - 13:59,,No Data,CITY STREET,No Data,30,N BONNIE BRAE ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,37,1 - MALE,POINT (2377861.4274979047 7127503.50474341)
372,18707577,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44582,1,0,FRIDAY,13:00 - 13:59,,No Data,CITY STREET,No Data,30,N BONNIE BRAE ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,58,1 - MALE,POINT (2377861.4274979047 7127503.50474341)
373,18707577,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44582,1,0,FRIDAY,13:00 - 13:59,,No Data,CITY STREET,No Data,30,N BONNIE BRAE ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,61,2 - FEMALE,POINT (2377861.4274979047 7127503.50474341)
374,18707577,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44582,1,0,FRIDAY,13:00 - 13:59,,No Data,CITY STREET,No Data,30,N BONNIE BRAE ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,48,2 - FEMALE,POINT (2377861.4274979047 7127503.50474341)
375,18707579,0,0,99 - UNKNOWN,0,0,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44582,1,0,FRIDAY,15:00 - 15:59,,6,CITY STREET,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN,POINT (2377920.987178656 7132926.243782048)
376,18707579,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44582,1,0,FRIDAY,15:00 - 15:59,,6,CITY STREET,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,19,2 - FEMALE,POINT (2377920.987178656 7132926.243782048)
377,18707871,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44582,1,0,FRIDAY,18:00 - 18:59,COLORADO BLVD,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,SL0288,1 - DRY,1 - CLEAR,FAIL TO CONTROL SPEED,10438224,20,2 - FEMALE,POINT (2395292.663141512 7118300.823689686)
378,18707871,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44582,1,0,FRIDAY,18:00 - 18:59,COLORADO BLVD,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,23,2 - FEMALE,POINT (2395292.663141512 7118300.823689686)
379,18707875,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44582,1,0,FRIDAY,18:00 - 18:59,,6,CITY STREET,"4 OR MORE LANES, DIVIDED",35,US0377,1 - DRY,1 - CLEAR,FAIL TO CONTROL SPEED,10446773,45,2 - FEMALE,POINT (2385522.3297871063 7122774.557208219)
380,18708015,3,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44582,1,3,FRIDAY,15:00 - 15:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,20,1 - MALE,POINT (2382879.0685400236 7122215.048631461)
381,18708015,3,0,C - POSSIBLE INJURY,0,1,CHANGED LANE WHEN UNSAFE,44582,1,3,FRIDAY,15:00 - 15:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,25,1 - MALE,POINT (2382879.0685400236 7122215.048631461)
382,18708015,3,0,C - POSSIBLE INJURY,0,1,CHANGED LANE WHEN UNSAFE,44582,1,3,FRIDAY,15:00 - 15:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,52,1 - MALE,POINT (2382879.0685400236 7122215.048631461)
383,18708015,3,0,C - POSSIBLE INJURY,0,1,CHANGED LANE WHEN UNSAFE,44582,1,3,FRIDAY,15:00 - 15:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,28,2 - FEMALE,POINT (2382879.0685400236 7122215.048631461)
384,18708015,3,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44582,1,3,FRIDAY,15:00 - 15:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,55,1 - MALE,POINT (2382879.0685400236 7122215.048631461)
385,18708018,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED;FAILED TO YIELD RIGHT OF WAY - OPEN INTERSECTION,44582,1,0,FRIDAY,14:00 - 14:59,W SYCAMORE ST,No Data,CITY STREET,No Data,35,S CARROLL BLVD,1 - DRY,1 - CLEAR,FAIL TO YIELD RIGHT OF WAY,10405241,50,2 - FEMALE,POINT (2385256.594536122 7126778.1616310915)
386,18708018,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED;FAILED TO YIELD RIGHT OF WAY - OPEN INTERSECTION,44582,1,0,FRIDAY,14:00 - 14:59,W SYCAMORE ST,No Data,CITY STREET,No Data,35,S CARROLL BLVD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,71,2 - FEMALE,POINT (2385256.594536122 7126778.1616310915)
387,18708018,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED;FAILED TO YIELD RIGHT OF WAY - OPEN INTERSECTION,44582,1,0,FRIDAY,14:00 - 14:59,W SYCAMORE ST,No Data,CITY STREET,No Data,35,S CARROLL BLVD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,55,2 - FEMALE,POINT (2385256.594536122 7126778.1616310915)
388,18708021,2,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44582,1,2,FRIDAY,16:00 - 16:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",65,IH0035,1 - DRY,1 - CLEAR,FAILURE TO MAINTAIN FINANCIAL RESPONSIBILITY,10392233,39,1 - MALE,POINT (2372912.829202971 7139174.631001699)
389,18708021,2,0,C - POSSIBLE INJURY,0,1,FAILED TO CONTROL SPEED,44582,1,2,FRIDAY,16:00 - 16:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",65,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,32,2 - FEMALE,POINT (2372912.829202971 7139174.631001699)
390,18708021,2,0,C - POSSIBLE INJURY,0,1,FAILED TO CONTROL SPEED,44582,1,2,FRIDAY,16:00 - 16:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",65,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,9,2 - FEMALE,POINT (2372912.829202971 7139174.631001699)
393,18725999,1,0,C - POSSIBLE INJURY,0,1,FAULTY EVASIVE ACTION;PARKED IN TRAFFIC LANE;UNSAFE SPEED,44582,1,1,FRIDAY,23:00 - 23:59,,No Data,CITY STREET,No Data,40,PRECISION DR,1 - DRY,1 - CLEAR,NO CHARGES,No Data,58,1 - MALE,POINT (2374185.6886555576 7124297.483384244)
394,18725999,1,0,N - NOT INJURED,1,0,FAULTY EVASIVE ACTION;PARKED IN TRAFFIC LANE;UNSAFE SPEED,44582,1,1,FRIDAY,23:00 - 23:59,,No Data,CITY STREET,No Data,40,PRECISION DR,1 - DRY,1 - CLEAR,NO CHARGES,No Data,57,2 - FEMALE,POINT (2374185.6886555576 7124297.483384244)
395,18725999,1,0,N - NOT INJURED,1,0,FAULTY EVASIVE ACTION;PARKED IN TRAFFIC LANE;UNSAFE SPEED,44582,1,1,FRIDAY,23:00 - 23:59,,No Data,CITY STREET,No Data,40,PRECISION DR,1 - DRY,1 - CLEAR,NO CHARGES,No Data,19,2 - FEMALE,POINT (2374185.6886555576 7124297.483384244)
396,18725999,1,0,N - NOT INJURED,1,0,FAULTY EVASIVE ACTION;PARKED IN TRAFFIC LANE;UNSAFE SPEED,44582,1,1,FRIDAY,23:00 - 23:59,,No Data,CITY STREET,No Data,40,PRECISION DR,1 - DRY,1 - CLEAR,NO CHARGES,No Data,21,1 - MALE,POINT (2374185.6886555576 7124297.483384244)
397,18708404,0,0,N - NOT INJURED,1,0,FAULTY EVASIVE ACTION,44583,1,0,SATURDAY,11:00 - 11:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,29,1 - MALE,POINT (2380073.0212812284 7124036.494373958)
399,18708734,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE,44583,1,0,SATURDAY,00:00 - 00:59,S BONNIE BRAE ST,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,1 - CLEAR,DRIVING WHILE INTOXICATED,22009740,18,1 - MALE,POINT (2377808.988234125 7125233.845048749)
401,18709003,0,0,N - NOT INJURED,1,0,DISABLED IN TRAFFIC LANE; FAILED TO CONTROL SPEED,44583,1,0,SATURDAY,20:00 - 20:59,,2,US & STATE HIGHWAYS,"2 LANE, 2 WAY",55,US0377,1 - DRY,1 - CLEAR,"FAIL TO CONTROL SPEED, NO DRIVER LICENSE","10428894, 10428894",15,1 - MALE,POINT (2379704.4528570753 7109411.243888781)
402,18709003,0,0,N - NOT INJURED,1,0,DISABLED IN TRAFFIC LANE; FAILED TO CONTROL SPEED,44583,1,0,SATURDAY,20:00 - 20:59,,2,US & STATE HIGHWAYS,"2 LANE, 2 WAY",55,US0377,1 - DRY,1 - CLEAR,NO CHARGES,No Data,49,1 - MALE,POINT (2379704.4528570753 7109411.243888781)
403,18709003,0,0,N - NOT INJURED,1,0,DISABLED IN TRAFFIC LANE; FAILED TO CONTROL SPEED,44583,1,0,SATURDAY,20:00 - 20:59,,2,US & STATE HIGHWAYS,"2 LANE, 2 WAY",55,US0377,1 - DRY,1 - CLEAR,NO CHARGES,No Data,37,1 - MALE,POINT (2379704.4528570753 7109411.243888781)
405,18709723,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44583,1,0,SATURDAY,05:00 - 05:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",65,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,40,2 - FEMALE,POINT (2383436.8840169907 7121710.888072636)
406,18709723,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44583,1,0,SATURDAY,05:00 - 05:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",65,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,21,1 - MALE,POINT (2383436.8840169907 7121710.888072636)
407,18709723,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44583,1,0,SATURDAY,05:00 - 05:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",65,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,18,1 - MALE,POINT (2383436.8840169907 7121710.888072636)
408,18709723,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44583,1,0,SATURDAY,05:00 - 05:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",65,IH0035E,1 - DRY,1 - CLEAR,"FAIL TO GIVE INFORMATION ACCIDENT - ATTENDED VEHICLE, FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY, NO DRIVERS LICENSE","10445511, 10445511, 10445511",26,1 - MALE,POINT (2383436.8840169907 7121710.888072636)
409,18715117,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED;CELL/MOBILE DEVICE USE - TEXTING,44583,1,1,SATURDAY,11:00 - 11:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,"FAILED TO MAINTAIN FINANCIAL RESPOSIBILITY, FAILED TO CONTROL SPEED, CELL PHONE USE - TEXTING","10367264, 10367264, 10367264",36,1 - MALE,POINT (2378221.5413995176 7132922.595360366)
410,18715117,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED;CELL/MOBILE DEVICE USE - TEXTING,44583,1,1,SATURDAY,11:00 - 11:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,66,1 - MALE,POINT (2378221.5413995176 7132922.595360366)
411,18715117,1,0,C - POSSIBLE INJURY,0,1,FAILED TO CONTROL SPEED;CELL/MOBILE DEVICE USE - TEXTING,44583,1,1,SATURDAY,11:00 - 11:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,55,2 - FEMALE,POINT (2378221.5413995176 7132922.595360366)
413,18717863,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44583,1,0,SATURDAY,21:00 - 21:59,LONDONDERRY LN,4,CITY STREET,"4 OR MORE LANES, DIVIDED",35,FM2181,1 - DRY,1 - CLEAR,FAILURE TO YIELD RIGHT OF WAY,No Data,32,2 - FEMALE,POINT (2389270.541513599 7118592.909412828)
414,18717863,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44583,1,0,SATURDAY,21:00 - 21:59,LONDONDERRY LN,4,CITY STREET,"4 OR MORE LANES, DIVIDED",35,FM2181,1 - DRY,1 - CLEAR,NO CHARGES,No Data,19,2 - FEMALE,POINT (2389270.541513599 7118592.909412828)
415,18717863,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44583,1,0,SATURDAY,21:00 - 21:59,LONDONDERRY LN,4,CITY STREET,"4 OR MORE LANES, DIVIDED",35,FM2181,1 - DRY,1 - CLEAR,NO CHARGES,No Data,9,1 - MALE,POINT (2389270.541513599 7118592.909412828)
416,18717863,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44583,1,0,SATURDAY,21:00 - 21:59,LONDONDERRY LN,4,CITY STREET,"4 OR MORE LANES, DIVIDED",35,FM2181,1 - DRY,1 - CLEAR,NO CHARGES,No Data,6,1 - MALE,POINT (2389270.541513599 7118592.909412828)
417,18717863,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44583,1,0,SATURDAY,21:00 - 21:59,LONDONDERRY LN,4,CITY STREET,"4 OR MORE LANES, DIVIDED",35,FM2181,1 - DRY,1 - CLEAR,NO CHARGES,No Data,3,2 - FEMALE,POINT (2389270.541513599 7118592.909412828)
418,18717863,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44583,1,0,SATURDAY,21:00 - 21:59,LONDONDERRY LN,4,CITY STREET,"4 OR MORE LANES, DIVIDED",35,FM2181,1 - DRY,1 - CLEAR,NO CHARGES,No Data,33,1 - MALE,POINT (2389270.541513599 7118592.909412828)
419,18709689,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44584,1,0,SUNDAY,18:00 - 18:59,W HIGHLAND ST,No Data,CITY STREET,No Data,20,S WELCH ST,1 - DRY,1 - CLEAR,FAIL TO CONTROL SPEED,60086868,51,1 - MALE,POINT (2383109.4747013305 7125475.38931729)
420,18709689,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44584,1,0,SUNDAY,18:00 - 18:59,W HIGHLAND ST,No Data,CITY STREET,No Data,20,S WELCH ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,20,2 - FEMALE,POINT (2383109.4747013305 7125475.38931729)
421,18709689,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44584,1,0,SUNDAY,18:00 - 18:59,W HIGHLAND ST,No Data,CITY STREET,No Data,20,S WELCH ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,20,1 - MALE,POINT (2383109.4747013305 7125475.38931729)
422,18715119,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE,44584,1,0,SUNDAY,06:00 - 06:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,50,2 - FEMALE,POINT (2384500.199280081 7121027.154573792)
423,18715119,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE,44584,1,0,SUNDAY,06:00 - 06:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,32,1 - MALE,POINT (2384500.199280081 7121027.154573792)
424,18715119,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE,44584,1,0,SUNDAY,06:00 - 06:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,38,1 - MALE,POINT (2384500.199280081 7121027.154573792)
425,18715119,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE,44584,1,0,SUNDAY,06:00 - 06:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,15,1 - MALE,POINT (2384500.199280081 7121027.154573792)
426,18715120,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44584,1,0,SUNDAY,16:00 - 16:59,N CARROLL BLVD,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,25,1 - MALE,POINT (2385229.9708331157 7133447.287322786)
428,18723910,0,0,N - NOT INJURED,1,0,FATIGUED OR ASLEEP,44584,1,0,SUNDAY,05:00 - 05:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,OPEN CONTAINER,10438226,30,2 - FEMALE,POINT (2401754.957503007 7111230.4588259645)
429,18726000,1,0,N - NOT INJURED,1,0,DRIVER INATTENTION;CELL/MOBILE DEVICE USE - OTHER,44584,1,1,SUNDAY,01:00 - 01:59,NOT REPORTED,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",50,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,35,2 - FEMALE,POINT (2399479.905952737 7126861.531456613)
